fig|6666666.584549.peg.3893	61.1	Streptomyces sp. CC213Dhybcontrimo	terpene	butyrolactone	isorenieratene	85
fig|6666666.584549.peg.3892	61.1	Streptomyces sp. CC213Dhybcontrimo	terpene	butyrolactone	isorenieratene	85
fig|6666666.584549.peg.3891	61.1	Streptomyces sp. CC213Dhybcontrimo	terpene	butyrolactone	isorenieratene	85
fig|6666666.584549.peg.3890	61.1	Streptomyces sp. CC213Dhybcontrimo	terpene	butyrolactone	isorenieratene	85
fig|6666666.584549.peg.389	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.388	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.387	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.386	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.385	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.384	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.383	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.382	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.381	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.380	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.379	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.3789	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.3788	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.3787	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.3786	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.3785	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.3784	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.3783	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.3782	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.3781	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.3780	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.378	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.3779	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.3778	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.3777	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.3776	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.3775	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.3774	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.3773	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.3772	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.3771	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.3770	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.377	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.3769	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.3768	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.3767	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.3766	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.3765	40.2	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene	steffimycin D	19
fig|6666666.584549.peg.376	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.375	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.374	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.373	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.372	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.371	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.370	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.369	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.368	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.367	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.366	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.365	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.364	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.363	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.362	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.361	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.360	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.359	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.3583	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3582	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3581	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3580	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.358	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.3579	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3578	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3577	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3576	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3575	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3574	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3573	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3572	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3571	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3570	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.357	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.3569	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3568	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3567	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3566	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3565	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3564	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3563	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3562	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3561	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3560	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.356	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.3559	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3558	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3557	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3556	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3555	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3554	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3553	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3552	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3551	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3550	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.355	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.3549	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3548	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3547	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3546	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3545	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3544	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3543	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3542	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3541	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3540	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.354	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.3539	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3538	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3537	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3536	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3535	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3534	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3533	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3532	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3531	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3530	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.353	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.3529	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3528	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3527	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3526	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3525	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3524	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3523	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3522	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3521	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3520	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.352	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.3519	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3518	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3517	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3516	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3515	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3514	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3513	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3512	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3511	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3510	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.351	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.3509	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.3508	40.1	Streptomyces sp. CC213Dhybcontrimo	T2PKS	T2PKS	chromomycin A3	88
fig|6666666.584549.peg.350	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.349	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.348	69.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	sarpeptin A / sarpeptin B	25
fig|6666666.584549.peg.3425	16.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.3424	16.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.3423	16.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.3422	16.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.3421	16.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.3420	16.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.3419	16.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.3418	16.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.3417	16.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.3416	16.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.3415	16.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.3414	16.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.3413	16.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.3412	16.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.3411	16.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.3410	16.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.3409	16.1	Streptomyces sp. CC213Dhybcontrimo	siderophore	siderophore	desferrioxamin B	100
fig|6666666.584549.peg.2323	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2322	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2321	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2320	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2319	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2318	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2317	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2316	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2315	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2314	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2313	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2312	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2311	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2310	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2309	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2308	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2307	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2306	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2305	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2304	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2303	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2302	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2301	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2300	74.1	Streptomyces sp. CC213Dhybcontrimo	terpene	terpene		
fig|6666666.584549.peg.2234	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2233	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2232	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2231	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2230	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2229	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2228	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2227	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2226	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2225	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2224	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2223	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2222	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2221	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2220	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2219	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2218	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2217	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2216	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2215	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2214	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2213	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2212	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2211	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2210	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2209	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
fig|6666666.584549.peg.2208	56.1	Streptomyces sp. CC213Dhybcontrimo	NRPS	NRPS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	12
