ID	Region__autocolor	Organism__autocolor	Type_1__autocolor	Type_2__autocolor	Product__autocolor	Similarity
BGC0000111_BAD38871	MiBIG	-	Streptomyces carzinostaticus	Polyketide	Polyketide	neocarzilin	100
BGC0000117_BAB69189	MiBIG	-	Streptomyces avermitilis	Polyketide	Polyketide	oligomycin	100
BGC0000143_ABG02266	MiBIG	-	Streptomyces albus	Polyketide	Polyketide	salinomycin	100
BGC0000142_ABP55200	MiBIG	-	Salinispora tropica CNB-440	Polyketide	Polyketide	salinilactam	100
BGC0001194_BAR73025	MiBIG	-	Streptomyces scabrisporus	Polyketide	Polyketide	hitachimycin	100
BGC0000665_CCH63740	MiBIG	-	Streptomyces sp. HKI0576	Alkaloid-Terpene	Alkaloid-Terpene	xiamycin	100
BGC0000666_AFK78083	MiBIG	-	Streptomyces sp. SCSIO 02999	Terpene	Terpene	xiamycin	100
BGC0000164_BAE93719	MiBIG	-	Streptomyces sp. NRRL 11266	Polyketide	Polyketide	tetronomycin	100
BGC0000354_CAM56776	MiBIG	-	Actinoplanes friuliensis	NRP	NRP	friulimicin	100
BGC0000144_AEZ53964	MiBIG	-	Streptomyces albus	Polyketide	Polyketide	salinomycin	100
BGC0000049_ABB88528	MiBIG	-	Streptomyces sp. Eco86	Polyketide	Polyketide	E-492-E-975	100
BGC0001303_ALA09376	MiBIG	-	Micromonospora sp. RL09-050-HVF-A	Polyketide	Polyketide	lobosamide	100
BGC0001819_WP_015031698	MiBIG	-	Streptomyces venezuelae	Polyketide	Polyketide	venemycin	100
BGC0001237_ALJ49914	MiBIG	-	Salinispora pacifica DSM 45543	Polyketide	Polyketide	thiolactomycin	100
BGC0001662_AWC08649	MiBIG	-	Kitasatospora mediocidica	Polyketide	Polyketide	mediomycin A	100
BGC0000074_AAY28234	MiBIG	-	Streptomyces hygroscopicus	Polyketide	Polyketide	herbimycin	100
BGC0000068_ABI93788	MiBIG	-	Streptomyces hygroscopicus	Polyketide	Polyketide	geldanamycin	100
BGC0000066_AAO06927	MiBIG	-	Streptomyces hygroscopicus	Polyketide	Polyketide	geldanamycin	100
BGC0001597_BAV56016	MiBIG	-	Actinomadura fulva subsp. indica	Polyketide	Polyketide	fluvirucin b2	100
BGC0001359_CUW01169	MiBIG	-	Streptomyces caniferus	Polyketide	Polyketide	PM100117-PM100118	100
BGC0001773_ANY10577	MiBIG	-	Pseudonocardia sp. HH130630-07	Polyketide	Polyketide	selvamicin	100
BGC0001537_WP_055469547	MiBIG	-	Streptomyces sp. NBRC 110030	Polyketide	Polyketide	butyrolactol A	100
BGC0001491_OJF16285	MiBIG	-	Couchioplanes caeruleus subsp. caeruleus	Polyketide	Polyketide	67-121C	100
BGC0000078_BAP34706	MiBIG	-	Streptomyces sp. ML694-90F3	Polyketide	Polyketide	incednine	100
BGC0000032_AEH42478	MiBIG	-	Streptomyces chartreusis NRRL 3882	Polyketide	Polyketide	calcimycin	100
BGC0001581_AAX98177	MiBIG	-	Streptomyces aizunensis	Polyketide	Polyketide	ECO-02301	100
BGC0001349_AKD43766	MiBIG	-	Streptomyces sp. SCSIO 03032	NRP-Polyketide	NRP-Polyketide	heronamide	100
BGC0001643_BBC48406	MiBIG	-	Streptomyces sp.	Polyketide	Polyketide	lactomycins A-C	100
BGC0000116_ABV83236	MiBIG	-	Pseudonocardia autotrophica	Polyketide	Polyketide	nystatin-like Pseudonocardia polyene	100
BGC0000123_AAQ84162	MiBIG	-	Streptomyces sp. HK803	Polyketide	Polyketide	phoslactomycin B	100
BGC0001709_AVX51111	MiBIG	-	Streptomyces albulus	Polyketide	Polyketide	nystatin	100
BGC0000090_ACF35442	MiBIG	-	Actinosynnema pretiosum subsp. pretiosum	Polyketide	Polyketide	macbecin	100
BGC0000068_ABI93791	MiBIG	-	Streptomyces hygroscopicus	Polyketide	Polyketide	geldanamycin	100
BGC0000406_CAJ14055	MiBIG	-	Streptomyces viridochromogenes	NRP	NRP	phosphinothricin	100
BGC0000345_AHB38503	MiBIG	-	Streptomyces hygroscopicus	NRP-Polyketide	NRP-Polyketide	eponemycin	100
BGC0000142_ABP55203	MiBIG	-	Salinispora tropica CNB-440	Polyketide	Polyketide	salinilactam	100
BGC0000095_AGI61673	MiBIG	-	Micromonospora sp. CMS I2-32	Polyketide	Polyketide	micromonolactam	100
BGC0001690_AQT01400	MiBIG	-	Streptomyces gilvosporeus	Polyketide	Polyketide	natamycin	100
BGC0001381_AJO72748	MiBIG	-	Nocardia terpenica	Polyketide	Polyketide	brasilinolide A-brasilinolide B-brasilinolide C	100
BGC0001448_ARU08090	MiBIG	-	uncultured bacterium	NRP	NRP	malacidin	100
BGC0001773_ANY10580	MiBIG	-	Pseudonocardia sp. HH130630-07	Polyketide	Polyketide	selvamicin	100
BGC0000093_ADC45539	MiBIG	-	Streptomyces nanchangensis	Polyketide	Polyketide	meilingmycin	100
BGC0000002_AHH99948	MiBIG	-	Kutzneria albida DSM 43870	Polyketide	Polyketide	aculeximycin	100
BGC0001773_ANY10575	MiBIG	-	Pseudonocardia sp. HH130630-07	Polyketide	Polyketide	selvamicin	100
BGC0000995_ADH01482	MiBIG	-	Pseudomonas sp. 2663	NRP-Polyketide	NRP-Polyketide	FR901464	100
BGC0001096_ADH01482	MiBIG	-	Pseudomonas sp. 2663	NRP-Polyketide	NRP-Polyketide	FR901464	100
BGC0001113_AIC32690	MiBIG	-	Burkholderia sp. FERM BP-3421	NRP-Polyketide	NRP-Polyketide	spliceostatin-FR901464	100
BGC0001711_KFL51893	MiBIG	-	Burkholderia pyrrocinia	NRP-Polyketide	NRP-Polyketide	occidiofungin	100
BGC0000115_AAF71779	MiBIG	-	Streptomyces noursei ATCC 11455	Polyketide-Saccharide	Polyketide-Saccharide	nystatin	100
BGC0000100_AAO65802	MiBIG	-	Streptomyces cinnamonensis	Polyketide	Polyketide	monensin	100
BGC0001670_ANZ52465	MiBIG	-	Streptomyces cinnamonensis	Polyketide	Polyketide	monensin	100
BGC0000109_BAF85834	MiBIG	-	Streptomyces cyaneogriseus subsp. noncyanogenus	Polyketide	Polyketide	nemadectin	100
BGC0001347_ANQ43346	MiBIG MiBIG	- -	Pseudomonas synxantha CR32 Pseudomonas synxantha	NRP NRP	NRP NRP	poaeamide B poaeamide B	100 100
BGC0000447_CCJ67634	MiBIG	-	Pseudomonas costantinii	NRP	NRP	tolaasin	100
BGC0001731_AIE54199	MiBIG	-	Streptomyces paulus	Other	Other	paulomycin	100
BGC0001732_AIE54252	MiBIG	-	Streptomyces sp. YN86	Other	Other	paulomycin	100
BGC0000425_AFH75318	MiBIG	-	Pseudomonas sp. CMR12a	NRP	NRP	sessilin	100
BGC0000289_CAD91198	MiBIG	-	Nonomuraea sp. ATCC 39727	NRP-Saccharide	NRP-Saccharide	A40926	100
BGC0001149_CDF96616	MiBIG	-	Pseudomonas sp. SHC52	NRP-Saccharide	NRP-Saccharide	brabantamide	100
BGC0000462_AFJ23818	MiBIG	-	Pseudomonas putida	NRP	NRP	WLIP	100
BGC0000116_ABV83234	MiBIG	-	Pseudonocardia autotrophica	Polyketide	Polyketide	nystatin-like Pseudonocardia polyene	100
BGC0000026_AAK83173	MiBIG	-	Streptomyces viridochromogenes Tue57	Saccharide	Saccharide	avilamycin A	100
BGC0000116_ABV83239	MiBIG	-	Pseudonocardia autotrophica	Polyketide	Polyketide	nystatin-like Pseudonocardia polyene	100
BGC0000826_EFG04593	MiBIG	-	Streptomyces clavuligerus ATCC 27064	Alkaloid	Alkaloid	staurosporine	100
BGC0000435_AAO56327	MiBIG	-	Pseudomonas syringae pv. tomato str. DC3000	NRP	NRP	syringafactin	100
BGC0000329_ACV88180	MiBIG	-	Pseudomonas corrugata	NRP	NRP	corpeptin	100
BGC0001195_AJW65412	MiBIG	-	Nocardiopsis sp. CMB-M0232	NRP-Polyketide	NRP-Polyketide	nocardiopsin	100
BGC0000288_BAJ19074	MiBIG	-	Streptomyces sp. SANK 62799	NRP	NRP	A-503083	100
BGC0000143_ABG02265	MiBIG	-	Streptomyces albus	Polyketide	Polyketide	salinomycin	100
BGC0001312_CAY48792	MiBIG	-	Pseudomonas fluorescens SBW25	NRP	NRP	viscosin	100
BGC0001807_ATL73052	MiBIG	-	Streptomyces pactum	NRP-Polyketide	NRP-Polyketide	totopensamide	100
BGC0001114_AGN11896	MiBIG	-	Burkholderia thailandensis	NRP-Polyketide	NRP-Polyketide	thailanstatin	100
BGC0000042_BAO66545	MiBIG	-	Streptomyces sp. MJ635-86F5	Polyketide	Polyketide	cremimycin	100
BGC0001208_AGE25483	MiBIG	-	Pseudomonas poae RE*1-1-14	NRP	NRP	poaeamide	100
BGC0001346_AOA33126	MiBIG MiBIG	- -	Pseudomonas fluorescens BW11P2 Pseudomonas fluorescens	NRP NRP	NRP NRP	bananamides bananamides	100 100
BGC0000305_BAC67533	MiBIG	-	Pseudomonas sp. MIS38	NRP	NRP	arthrofactin	100
BGC0001522_AWR88389	MiBIG	-	Streptomyces filamentosus	Polyketide	Polyketide	auroramycin	100
BGC0001452_sipR1	MiBIG	-	Streptomyces sp.	Polyketide	Polyketide	sipanmycin	100
BGC0001648_ANR02561	MiBIG	-	Streptomyces sp.	Polyketide	Polyketide	lasalocid	100
BGC0001230_sln13	MiBIG	-	Streptomyces sp. CNB091	NRP-Polyketide	NRP-Polyketide	salinamides	100
BGC0001766_sln13	MiBIG	-	Streptomyces sp. CNB091	NRP	NRP	salinamide A	100
BGC0000123_AAQ84139	MiBIG	-	Streptomyces sp. HK803	Polyketide	Polyketide	phoslactomycin B	100
BGC0000049_ABB88527	MiBIG	-	Streptomyces sp. Eco86	Polyketide	Polyketide	E-492-E-975	100
BGC0001619_AKA59105	MiBIG	-	Streptomyces sp. WAC2288	Polyketide	Polyketide	ibomycin	100
BGC0000159_ABW96530	MiBIG	-	Streptomyces spiroverticillatus	Polyketide	Polyketide	tautomycin	100
BGC0000883_AGG35693	MiBIG	-	Streptomyces arginensis	Other	Other	arginomycin	100
BGC0001194_BAR73024	MiBIG	-	Streptomyces scabrisporus	Polyketide	Polyketide	hitachimycin	100
BGC0000398_AFH75333	MiBIG	-	Pseudomonas sp. CMR12a	NRP	NRP	orfamide	100
BGC0000015_AAV37062	MiBIG	-	Streptomyces nodosus	Polyketide	Polyketide	amphotericin	100
BGC0001208_AGE26256	MiBIG	-	Pseudomonas poae RE*1-1-14	NRP	NRP	poaeamide	100
BGC0000399_AAY91417	MiBIG	-	Pseudomonas protegens Pf-5	NRP	NRP	orfamide	100
BGC0000079_ACN69983	MiBIG	-	Streptomyces antibioticus	Polyketide	Polyketide	indanomycin	100
BGC0000115_AAF71781	MiBIG	-	Streptomyces noursei ATCC 11455	Polyketide-Saccharide	Polyketide-Saccharide	nystatin	100
BGC0000049_ABB88526	MiBIG	-	Streptomyces sp. Eco86	Polyketide	Polyketide	E-492-E-975	100
BGC0000086_BAG85023	MiBIG	-	Streptomyces lasaliensis	Polyketide	Polyketide	lasalocid	100
BGC0000087_CAQ64683	MiBIG	-	Streptomyces lasaliensis	Polyketide	Polyketide	lasalocid	100
BGC0000034_AAQ82551	MiBIG	-	Streptomyces sp. FR-008	Polyketide	Polyketide	candicidin	100
BGC0000061_AAQ82551	MiBIG	-	Streptomyces sp. FR-008	Polyketide	Polyketide	FR-008	100
BGC0001829_CUX96948	MiBIG	-	Streptomyces chromofuscus	NRP-Polyketide	NRP-Polyketide	alpha,beta-epoxyketone	100
BGC0001416_KPN90368	MiBIG	-	Pseudomonas sp. In5	NRP	NRP	nunapeptin-nunamycin	100
BGC0000411_ABW17374	MiBIG	-	Pseudomonas putida	NRP	NRP	putisolvin	100
BGC0001690_AQT01398	MiBIG	-	Streptomyces gilvosporeus	Polyketide	Polyketide	natamycin	100
BGC0000108_ADX66474	MiBIG	-	Streptomyces chattanoogensis	Polyketide	Polyketide	natamycin	100
BGC0001359_CUW01168	MiBIG	-	Streptomyces caniferus	Polyketide	Polyketide	PM100117-PM100118	100
BGC0001619_AKV63202	MiBIG	-	Streptomyces sp. WAC2288	Polyketide	Polyketide	ibomycin	100
BGC0000116_ABV83238	MiBIG	-	Pseudonocardia autotrophica	Polyketide	Polyketide	nystatin-like Pseudonocardia polyene	100
BGC0000398_AFH75327	MiBIG	-	Pseudomonas sp. CMR12a	NRP	NRP	orfamide	100
BGC0000971_CBW54659	MiBIG	-	Streptomyces sp. JS360	NRP-Polyketide	NRP-Polyketide	cinnabaramide	100
BGC0000399_AAY91424	MiBIG	-	Pseudomonas protegens Pf-5	NRP	NRP	orfamide	100
BGC0001509_WP_064118562	MiBIG	-	Pseudomonas fluorescens	NRP	NRP	anikasin	100
BGC0001824_OTA20323	MiBIG	-	Xenorhabdus beddingii	NRP	NRP	xefoampeptides A-G	100
BGC0001346_AOA33120	MiBIG MiBIG	- -	Pseudomonas fluorescens BW11P2 Pseudomonas fluorescens	NRP NRP	NRP NRP	bananamides bananamides	100 100
BGC0000059_BAC68119	MiBIG	-	Streptomyces avermitilis MA-4680 = NBRC 14893	Polyketide	Polyketide	filipin	100
BGC0000411_ABW17380	MiBIG	-	Pseudomonas putida	NRP	NRP	putisolvin	100
BGC0000105_AAP42850	MiBIG	-	Streptomyces nanchangensis	Polyketide	Polyketide	nanchangmycin	100
BGC0000882_AFD20755	MiBIG	-	Streptomyces rimofaciens	Other	Other	mildiomycin	100
BGC0000002_AHH99945	MiBIG	-	Kutzneria albida DSM 43870	Polyketide	Polyketide	aculeximycin	100
BGC0001177_AHL46703	MiBIG	-	Streptomyces bottropensis	Polyketide	Polyketide	mensacaricin	100
BGC0000323_AHZ34234	MiBIG	-	Pseudomonas cichorii	NRP	NRP	cichofactin	100
BGC0000034_AAQ82553	MiBIG	-	Streptomyces sp. FR-008	Polyketide	Polyketide	candicidin	100
BGC0000061_AAQ82553	MiBIG	-	Streptomyces sp. FR-008	Polyketide	Polyketide	FR-008	100
BGC0001389_AHZ34250	MiBIG	-	Pseudomonas cichorii	NRP	NRP	cichopeptin	100
BGC0001711_KFL51891	MiBIG	-	Burkholderia pyrrocinia	NRP-Polyketide	NRP-Polyketide	occidiofungin	100
BGC0000002_AHH99949	MiBIG	-	Kutzneria albida DSM 43870	Polyketide	Polyketide	aculeximycin	100
BGC0000437_AAY37646	MiBIG	-	Pseudomonas syringae pv. syringae	NRP	NRP	syringomycin	100
BGC0001441_ARO49584	MiBIG	-	Streptomyces sp.	Other	Other	belactosin A-belactosin C	100
BGC0001040_CAA60471	MiBIG	-	Streptomyces rapamycinicus	NRP-Polyketide	NRP-Polyketide	rapamycin	100
BGC0000435_AAO56332	MiBIG	-	Pseudomonas syringae pv. tomato str. DC3000	NRP	NRP	syringafactin	100
BGC0000666_AFK78084	MiBIG	-	Streptomyces sp. SCSIO 02999	Terpene	Terpene	xiamycin	100
BGC0000665_CCH63741	MiBIG	-	Streptomyces sp. HKI0576	Alkaloid-Terpene	Alkaloid-Terpene	xiamycin	100
BGC0001755_AWW87421	MiBIG	-	Streptomyces sp.	Polyketide	Polyketide	reedsmycins	100
BGC0001619_AKA59106	MiBIG	-	Streptomyces sp. WAC2288	Polyketide	Polyketide	ibomycin	100
BGC0001070_CAN89667	MiBIG	-	Streptomyces collinus Tu 365	NRP-Polyketide	NRP-Polyketide	kirromycin	100
BGC0001215_CRI73803							
BGC0001348_WP_037966912	MiBIG	-	Streptomyces varsoviensis	Polyketide	Polyketide	JBIR-100	100
BGC0000323_AHZ34237	MiBIG	-	Pseudomonas cichorii	NRP	NRP	cichofactin	100
BGC0000015_AAV37060	MiBIG	-	Streptomyces nodosus	Polyketide	Polyketide	amphotericin	100
BGC0001197_ABW11820	MiBIG	-	Frankia sp. EAN1pec	Polyketide	Polyketide	frankiamicin	100
BGC0001707_AQM75225	MiBIG	-	Streptomyces sp.	RiPP	RiPP	nosiheptide	100
BGC0000123_AAQ84140	MiBIG	-	Streptomyces sp. HK803	Polyketide	Polyketide	phoslactomycin B	100
BGC0001433_SCO70297	MiBIG	-	Streptomyces argillaceus	Polyketide	Polyketide	argimycin P	100
BGC0001714_WP_005152867	MiBIG	-	Amycolatopsis azurea DSM 43854	NRP-Polyketide	NRP-Polyketide	octacosamicin	100
BGC0001295_ALA99206	MiBIG	-	Streptomyces cremeus	Other	Other	cremeomycin	100
BGC0000938_ACG70813	MiBIG	-	Streptomyces fradiae	Other	Other	fosfomycin	100
BGC0000336_AAX31566	MiBIG	-	Streptomyces roseosporus NRRL 11379	NRP	NRP	daptomycin	100
BGC0001232_WP_043474105	MiBIG	-	Kitasatospora sp. MBT66	Polyketide	Polyketide	leucanicidin	100
BGC0000622_ABS44971	MiBIG	-	Bacillus megaterium	RiPP	RiPP	megacin	100
BGC0000028_ADC79628	MiBIG	-	Streptomyces lohii	Polyketide	Polyketide	bafilomycin	100
BGC0000453_ABA59549	MiBIG	-	Streptomyces tsusimaensis	NRP	NRP	valinomycin	100
BGC0000897_ACZ13466	MiBIG	-	Streptomyces luridus	Other	Other	dehydrophos	100
BGC0001555_YP_002539321	MiBIG	-	Escherichia coli chi7122	RiPP	RiPP	colicin V	100
BGC0000429_AEA30290	MiBIG	-	Streptomyces sp. Acta 2897	NRP	NRP	skyllamycin	100
BGC0000413_AAY93341	MiBIG	-	Pseudomonas protegens Pf-5	NRP	NRP	pyoverdine	100
BGC0001496_EWC60877	MiBIG	-	Actinokineospora spheciospongiae	RiPP	RiPP	actinokineosin	100
BGC0000429_AEA30289	MiBIG	-	Streptomyces sp. Acta 2897	NRP	NRP	skyllamycin	100
BGC0000159_ABW96549	MiBIG	-	Streptomyces spiroverticillatus	Polyketide	Polyketide	tautomycin	100
BGC0000703_BAE95463	MiBIG	-	Streptomyces kanamyceticus	Saccharide	Saccharide	kanamycin	100
BGC0000409_AEA29625	MiBIG	-	Streptomyces albus subsp. albus	NRP	NRP	porothramycin	100
BGC0000289_CAD91194	MiBIG	-	Nonomuraea sp. ATCC 39727	NRP-Saccharide	NRP-Saccharide	A40926	100
BGC0001555_YP_002539347	MiBIG	-	Escherichia coli chi7122	RiPP	RiPP	colicin V	100
BGC0001189_CAQ71840	MiBIG	-	Cupriavidus taiwanensis LMG 19424	NRP	NRP	taiwachelin	100
BGC0000223_AEE65485	MiBIG	-	uncultured bacterium BAC AB649/1850	Polyketide	Polyketide	fluostatin	100
BGC0001055_CAJ87568	MiBIG	-	Escherichia coli	NRP-Polyketide	NRP-Polyketide	yersiniabactin	100
BGC0001783_AFW04588	MiBIG	-	Streptomyces flocculus	Other	Other	streptonigrin	100
BGC0000794_AAR99616	MiBIG	-	Geobacillus stearothermophilus	Saccharide	Saccharide	S-layer glycan	100
BGC0000703_BAE95539	MiBIG	-	Streptomyces kanamyceticus	Saccharide	Saccharide	kanamycin	100
BGC0000424_ADJ63837	MiBIG	-	Herbaspirillum seropedicae SmR1	NRP	NRP	serobactins	100
BGC0001555_YP_002539390	MiBIG	-	Escherichia coli chi7122	RiPP	RiPP	colicin V	100
BGC0000065_ADE22347	MiBIG	-	Streptomyces galbus	Polyketide	Polyketide	galbonolides	100
BGC0001491_OJF16263	MiBIG	-	Couchioplanes caeruleus subsp. caeruleus	Polyketide	Polyketide	67-121C	100
BGC0001133_CBJ79909	MiBIG	-	Xenorhabdus bovienii SS-2004	NRP	NRP	taxlllaid	100
BGC0001133_CBJ79894	MiBIG	-	Xenorhabdus bovienii SS-2004	NRP	NRP	taxlllaid	100
BGC0001133_CBJ79899	MiBIG	-	Xenorhabdus bovienii SS-2004	NRP	NRP	taxlllaid	100
BGC0000695_CAF31531	MiBIG	-	Micromonospora olivasterospora	Saccharide	Saccharide	fortimicin	100
BGC0001582_AIW58894	MiBIG	-	Nonomuraea sp. MJM5123	NRP	NRP	ecumicin	100
BGC0000144_AEZ53941	MiBIG	-	Streptomyces albus	Polyketide	Polyketide	salinomycin	100
BGC0000418_AIE77054	MiBIG	-	Amycolatopsis lurida	NRP	NRP	ristocetin	100
BGC0000419_AIG79246	MiBIG	-	Amycolatopsis japonica	NRP-Saccharide	NRP-Saccharide	ristomycin A	100
BGC0000949_BAI23312	MiBIG	-	Streptomyces griseus	NRP-Other	NRP-Other	A-500359s	100
BGC0000526_ABI30224	MiBIG	-	Streptococcus macedonicus	RiPP	RiPP	macedocin	100
BGC0000842_AGU42435	MiBIG	-	Streptomyces argenteolus	Other	Other	carbapenem MM 4550	100
BGC0000509_AFN69429	MiBIG	-	Staphylococcus epidermidis	RiPP	RiPP	epilancin 15X	100
BGC0000845_EDY47144	MiBIG	-	Streptomyces clavuligerus ATCC 27064	Other	Other	clavulanic acid	100
BGC0000379_AEG64684	MiBIG	-	Streptomyces viridochromogenes	NRP	NRP	laspartomycin	100
BGC0001459_OKA09420	MiBIG	-	Amycolatopsis regifaucium	NRP	NRP	decaplanin	100
BGC0001461_OLZ50883	MiBIG	-	Amycolatopsis keratiniphila subsp. nogabecina	NRP	NRP	nogabecin	100
BGC0000311_CAG25754	MiBIG	-	Amycolatopsis balhimycina DSM 5908	NRP	NRP	balhimycin	100
BGC0001635_AQZ71349	MiBIG	-	Nonomuraea sp. ATCC 55076	NRP-Polyketide	NRP-Polyketide	kistamicin A	100
BGC0001288_BAQ25495	MiBIG	-	Micromonospora sp. GMKU326	Polyketide	Polyketide	maklamicin	100
BGC0000455_AEI58862	MiBIG	-	Amycolatopsis orientalis HCCB10007	NRP	NRP	vancomycin	100
BGC0001460_EME52993	MiBIG	-	Amycolatopsis decaplanina DSM 44594	NRP	NRP	decaplanin	100
BGC0001462_OLZ52648	MiBIG	-	Amycolatopsis coloradensis	NRP	NRP	avoparcin	100
BGC0000341_ABD65944	MiBIG	-	Streptomyces fungicidicus	NRP	NRP	enduracidin	100
BGC0001661_AVO00817	MiBIG	-	Streptomyces sp.	Polyketide	Polyketide	mayamycin B	100
BGC0001728_WP_013310330	MiBIG	-	Paenibacillus polymyxa E681	NRP-Polyketide	NRP-Polyketide	paenilipoheptin	100
BGC0000565_BAE46924	MiBIG	-	Streptomyces sp. TP-A0584	RiPP	RiPP	goadsporin	100
BGC0000557_AAB92599	MiBIG	-	Streptococcus pyogenes	RiPP	RiPP	streptococcin A-FF22	100
BGC0001106_ABS90485	MiBIG	-	Streptomyces albus	NRP-Polyketide	NRP-Polyketide	oxazolomycin	100
BGC0001771_WP_051872433	MiBIG	-	Streptomyces sclerotialus	NRP	NRP	scleric acid	100
BGC0000544_CCQ18688	MiBIG	-	Planomonospora alba	RiPP	RiPP	planosporicin	100
BGC0000700_CAH60128	MiBIG	-	Streptomyces tenjimariensis	Saccharide	Saccharide	istamycin	100
BGC0001558_WP_018891761	MiBIG	-	Streptomyces sp. CNT302	Polyketide	Polyketide	cosmomycin C-cosmomycin D	100
BGC0000696_CAF31457	MiBIG	-	Micromonospora echinospora	Saccharide	Saccharide	gentamicin	100
BGC0001603_ARV75734	MiBIG	-	Micromonospora echinospora	Saccharide	Saccharide	gentamicin	100
BGC0001788_AOT85897	MiBIG	-	Streptococcus suis	RiPP	RiPP	suicin 65	100
BGC0000413_AAY93446	MiBIG	-	Pseudomonas protegens Pf-5	NRP	NRP	pyoverdine	100
BGC0000303_ABW71856	MiBIG	-	Streptomyces refuineus subsp. thermotolerans	NRP	NRP	anthramycin	100
BGC0000267_ACP19349	MiBIG	-	Micromonospora sp. Tu 6368	Polyketide-Saccharide	Polyketide-Saccharide	saquayamycin Z-galtamycin B	100
BGC0000518_EFL36748	MiBIG	-	Streptomyces viridochromogenes DSM 40736	RiPP	RiPP	informatipeptin	100
BGC0001555_YP_002539319	MiBIG	-	Escherichia coli chi7122	RiPP	RiPP	colicin V	100
BGC0000714_ACN38369	MiBIG	-	Micromonospora inyonensis	Saccharide	Saccharide	sisomicin	100
